9.415407669336320851e+01,1.110170955092538350e+02
1.087232120618544400e+02,8.897566596755520152e+01
2.158197772323287893e+02,7.021122168019417131e+01
2.097538491364136348e+02,7.717554308053378520e+01
1.025132158575601551e+02,9.802117290596349619e+01
1.534822431474033237e+02,8.669051023221035734e+01
1.950812413885890635e+02,1.894336690528012355e+02
1.458889544017122546e+02,7.777567728894732113e+01
1.857290496369979564e+02,2.076149354430009453e+02
1.046854466760227638e+02,2.166473391923061342e+02
9.057677791193331984e+01,1.052625544551725625e+02
9.779409744622272171e+01,1.096335728211019358e+02
1.252730435271702021e+02,1.246664869187504081e+02
9.326042962321923824e+01,1.095463516028182767e+02
1.400248855226082867e+02,8.128342529082502210e+01
1.596396276755194776e+02,5.423767785534457886e+01
1.153669792952629223e+02,1.154563974522322383e+02
1.406759543913444190e+02,7.760528389984479247e+01
1.465240628151528313e+02,8.155367604937164572e+01
9.311961134526640649e+01,2.070549022363093172e+02
1.943945835273802913e+02,1.992721446662947358e+02
1.031521680557559222e+02,1.943614238373247076e+02
9.673119223095635277e+01,2.085650817009946820e+02
1.016636273795987364e+02,1.027936105473679476e+02
9.744039397643483369e+01,9.186601084300666287e+01
9.881259383759646653e+01,9.704288141714761196e+01
1.072908779344344907e+02,9.243629307400412642e+01
1.073523711113094663e+02,1.184773675743866193e+02
2.016880300278988898e+02,9.835584688110233742e+01
1.371133540105206521e+02,5.092588968653655002e+01
1.398250846529350042e+02,8.471202336621666973e+01
1.874094228990577449e+02,1.988838822874219545e+02
2.306173815396593341e+02,8.367823458398069647e+01
2.124186186199019915e+02,8.114137533028464588e+01
1.583183013424015257e+02,6.822178085959626515e+01
1.598533045618727328e+02,8.737116207503233056e+01
1.741464121112796590e+02,2.110926708771087874e+02
2.045563538703384836e+02,1.987568229602040901e+02
1.624516050711676201e+02,6.021505169122497136e+01
1.582296424824924088e+02,6.199553814391195772e+01
1.841369666141412154e+02,1.973751428877511103e+02
1.966448217417118371e+02,1.915751169167697014e+02
1.155618562390421573e+02,2.224623846454935574e+02
9.819751051955864796e+01,2.132096112937801422e+02
1.086441127203576542e+02,2.068070878258672280e+02
9.567864545251067909e+01,2.099520147182034293e+02
9.122226654028602866e+01,2.077788197190290305e+02
8.883922015599985400e+01,2.108980862390638720e+02
8.834545007768353742e+01,1.050665574312141928e+02
9.297249190149234721e+01,1.142157064171055794e+02
9.900897072495122586e+01,2.031127708534788781e+02
1.089030480523885558e+02,9.635450212809351456e+01
1.046644545677566214e+02,9.982975706958978890e+01
1.449188739024278050e+02,6.510013905714802718e+01
1.432906221934958921e+02,7.141020983557250190e+01
1.353728158092533249e+02,5.333470714920832734e+01
1.520109987288184357e+02,6.241977521897521797e+01
1.592136610132253338e+02,5.786350198568468528e+01
1.549927852994706541e+02,5.820488215813658428e+01
1.972845985548343322e+02,2.066779919819764757e+02
1.867408129275045496e+02,2.006362282805706911e+02
1.985748426038436207e+02,1.892199413894433064e+02
1.759180455868675779e+02,1.990352263594943167e+02
7.293216029404661072e+01,9.309212520592731721e+01
1.078052266032283057e+02,1.000419304717554780e+02
1.000890316622687948e+02,1.137457885878759924e+02
1.107635185204280219e+02,1.155978234035823533e+02
1.436097249390955994e+02,5.552939814813272790e+01
1.654374096675655039e+02,6.779634355319063843e+01
1.536758256081612899e+02,6.684395489035324545e+01
1.523863303753451248e+02,6.946669284648733367e+01
2.126291611195446478e+02,2.053136044110374030e+02
1.429798467951551686e+02,5.293953698677174202e+01
1.007165449176834642e+02,2.146091835775413301e+02
9.986263844924296507e+01,8.859983583850433320e+01
1.079045926012308030e+02,8.519885165281235118e+01
1.093496814259991083e+02,9.024746406272348054e+01
9.634279297083431004e+01,2.111560441235450298e+02
1.639760095736421874e+02,6.167706017775320504e+01
1.824534467597874539e+02,2.033538123879406214e+02
9.320412954837757979e+01,2.238048069616103817e+02
8.522191606489761284e+01,1.213677127081746221e+02
2.115246373876495340e+02,9.899535454084158914e+01
1.993303494784088343e+02,9.541467939618189575e+01
1.464593023530546247e+02,7.063572448877120280e+01
8.275166269195665336e+01,9.952241928099422807e+01
1.334297874017339325e+02,1.078371260990305132e+02
8.274196766582180373e+01,9.257286377077244310e+01
9.570698017202603580e+01,1.992530891897805532e+02
8.645769698607251996e+01,9.609553980363705250e+01
2.254552557712967484e+02,9.909624616082835757e+01
1.511495884681033601e+02,6.371697092387049821e+01
1.448712396571417287e+02,8.461239833367899621e+01
1.587801305644898946e+02,5.759201080227846603e+01
2.030445244821695496e+02,2.167615043364905034e+02
2.163092677411846410e+02,1.026104875304790767e+02
1.958455946846869722e+02,9.029335337384529225e+01
2.048593221849152144e+02,8.501584050195060627e+01
1.590666888943260346e+02,6.247780964770814194e+01
1.451274111677153371e+02,6.619807618063877896e+01
2.314656587390624338e+02,8.522545336102712099e+01
2.087599710590224333e+02,7.884587123493687955e+01
1.029112375615654003e+02,9.339115921469291948e+01
1.074934220549125996e+02,8.889804821818999869e+01
1.046661103565576383e+02,9.890064804855744285e+01
7.758230960726490366e+01,9.606540402062425699e+01
9.438429292402980764e+01,1.010523166882928194e+02
8.776714896365166396e+01,9.209592619836874405e+01
9.610585702333405322e+01,9.225274148381591033e+01
9.035063614616949224e+01,1.008633357913975175e+02
1.009048891123827616e+02,1.037532586637333907e+02
2.153809675326103275e+02,8.579442046218545670e+01
2.019332655039000883e+02,8.056339087835003454e+01
1.859574565768967034e+02,2.018134155474482441e+02
1.071279822221428049e+02,2.071125257786514169e+02
9.557808568668259852e+01,2.103404765233952673e+02
1.610906342608739408e+02,6.021509468290317812e+01
1.795613330516076758e+02,2.027768830187086166e+02
1.906357211705864643e+02,2.001166825297780179e+02
1.883550839541263429e+02,1.995594196896916230e+02
2.106474235468568565e+02,6.484220351673565119e+01
1.883587956582907452e+02,9.582880302381822446e+01
1.994184319674576500e+02,1.002431709109154667e+02
1.456816810258024191e+02,6.204136615187669435e+01
2.282665224025231794e+02,9.121902989627213287e+01
1.891999859618621542e+02,1.937917736325335625e+02
1.769314562177101777e+02,1.924936811780601431e+02
2.069967497717678384e+02,7.196789907963959365e+01
1.964828497363517386e+02,1.928887225956852376e+02
1.899796681313357851e+02,1.946034743746274671e+02
2.005744739431592336e+02,9.043613343503150759e+01
1.573961993727880042e+02,7.249882419294291935e+01
1.907745066010482162e+02,2.085558874718504683e+02
2.143366895338770348e+02,8.125666353650764506e+01
2.029377410221084688e+02,9.186647419427538352e+01
1.284406423353827336e+02,9.140227556508358475e+01
1.377051827076856512e+02,6.802379922858008854e+01
1.064580333824143850e+02,1.071424643645644181e+02
1.131102408483729675e+02,8.998133868482993591e+01
9.640984754811289292e+01,1.989260191433364753e+02
1.813000644236188066e+02,2.061656365735256600e+02
1.854297636376726075e+02,1.954935260578092482e+02
1.516159602939254398e+02,7.721193085683232482e+01
1.066520974685699343e+02,1.020182415558746811e+02
9.021059160889259942e+01,1.031517424016178666e+02
2.055699334854278959e+02,8.470339271642765766e+01
2.195074988703561019e+02,9.082968239565369117e+01
9.899299259848810095e+01,1.073235044130383784e+02
1.150574172352378923e+02,1.065375797436941809e+02
1.398735775517911009e+02,7.126355405221261208e+01
1.953052050764613909e+02,1.917772346869095372e+02
8.669286714622089107e+01,2.204347402723339542e+02
8.721833226297503927e+01,2.103296317095972370e+02
1.589250396675168986e+02,9.909794466792352807e+01
